"tier","source_bucket","rank_in_tier","bgg_id","name","current_rating","num_plays","collection","previously_owned","want_to_play","want_to_buy","collection_to_exit","collection_status","players","complexity","bgg_rating","bgg_comment","notes","bgg_game_url"
"B","8","83","110327","Lords of Waterdeep","7.172","1","False","False","False","False","False","NotOwned","2-5","2.448","7.72874","","","https://boardgamegeek.com/boardgame/110327"
"B","8","84","312484","Lost Ruins of Arnak","7.161","1","False","False","False","False","False","NotOwned","1-4","2.9341","8.08431","","","https://boardgamegeek.com/boardgame/312484"
"B","8","85","281152","On the Underground: London / Berlin","7.151","1","False","False","False","False","False","NotOwned","2-5","2.3158","7.20272","","","https://boardgamegeek.com/boardgame/281152"
"B","8","86","180040","Villages of Valeria","7.141","1","False","False","False","False","False","NotOwned","1-5","2.3068","6.96436","","","https://boardgamegeek.com/boardgame/180040"
"B","8","87","163602","XCOM: The Board Game","7.131","1","False","True","False","False","False","NotOwned","1-4","2.9066","6.97549","","","https://boardgamegeek.com/boardgame/163602"
"B","8","88","189660","XenoShyft: Dreadmire","7.121","2","False","True","False","False","False","NotOwned","1-4","2.6857","7.12605","","","https://boardgamegeek.com/boardgame/189660"
"B","8","89","256382","Disney Villainous: The Worst Takes it All","7.111","5","False","True","False","False","False","NotOwned","2-6","2.4802","6.90364","","","https://boardgamegeek.com/boardgame/256382"
"B","8","90","68448","7 Wonders","7.101","9","False","False","False","False","False","NotOwned","2-7","2.315","7.65993","","","https://boardgamegeek.com/boardgame/68448"
"B","8","91","205716","New Angeles","7.091","1","False","False","False","False","False","NotOwned","4-6","3.2212","7.04117","","","https://boardgamegeek.com/boardgame/205716"
"B","8","92","120677","Terra Mystica","7.081","8","False","False","False","False","False","NotOwned","2-5","3.9726","8.03116","","","https://boardgamegeek.com/boardgame/120677"
"B","8","93","267370","Cities: Skylines – The Board Game","7.071","2","False","True","False","False","False","NotOwned","1-4","2.3968","6.49471","","","https://boardgamegeek.com/boardgame/267370"
"B","8","94","290359","Undaunted: North Africa","7.061","2","True","False","False","False","False","Owned","2","2.3519","7.73935","","","https://boardgamegeek.com/boardgame/290359"
"B","8","95","185343","Anachrony","7.05","1","False","False","False","False","False","NotOwned","1-4","3.995","8.03539","","","https://boardgamegeek.com/boardgame/185343"
"B","8","96","254632","Hyperspace","7.04","2","False","False","True","False","False","NotOwned","2-6","3.25","5.73988","Backed in 2018! ⚠️ Who the F knows!","","https://boardgamegeek.com/boardgame/254632"
"B","8","97","146910","Wildcatters","7.03","1","False","False","False","False","False","NotOwned","2-4","3.9787","7.59427","","","https://boardgamegeek.com/boardgame/146910"
"B","8","98","6249","Alhambra","7.02","3","False","False","False","False","False","NotOwned","2-6","2.0965","7.0351","","","https://boardgamegeek.com/boardgame/6249"
"B","8","99","366013","Heat: Pedal to the Metal","7.01","2","False","False","False","False","False","NotOwned","1-6","2.2012","7.99156","","","https://boardgamegeek.com/boardgame/366013"
"B","8","100","144733","Russian Railroads","7","2","False","False","False","False","False","NotOwned","2-4","3.3957","7.71845","","","https://boardgamegeek.com/boardgame/144733"
"C","7","1","230253","Star Realms: Frontiers","6.999","4","True","False","False","False","False","Owned","1-4","1.875","7.90261","","","https://boardgamegeek.com/boardgame/230253"
"C","7","2","223040","Fantasy Realms","6.989","15","True","False","False","False","False","Owned","2-6","1.8213","7.49727","","","https://boardgamegeek.com/boardgame/223040"
"C","7","3","194594","Dice Forge","6.98","3","False","True","False","False","False","NotOwned","2-4","1.9727","7.20979","","","https://boardgamegeek.com/boardgame/194594"
"C","7","4","193037","Dead of Winter: The Long Night","6.97","2","False","True","False","False","False","NotOwned","2-5","3.3333","7.50186","","","https://boardgamegeek.com/boardgame/193037"
"C","7","5","54","Tikal","6.961","1","False","False","False","False","False","NotOwned","2-4","2.7779","7.31606","","","https://boardgamegeek.com/boardgame/54"
"C","7","6","170216","Blood Rage","6.951","3","False","True","False","False","False","NotOwned","2-4","2.8827","7.89136","","","https://boardgamegeek.com/boardgame/170216"
"C","7","7","269210","Twice as Clever!","6.942","4","True","False","False","False","False","Owned","1-4","2.2775","7.40899","","","https://boardgamegeek.com/boardgame/269210"
"C","7","8","205059","Mansions of Madness: Second Edition","6.932","1","True","False","False","False","True","OwnedToExit","1-5","2.6904","7.91161","","","https://boardgamegeek.com/boardgame/205059"
"C","7","9","68425","Eminent Domain","6.923","10","True","False","False","False","False","Owned","2-4","2.5099","6.95801","","","https://boardgamegeek.com/boardgame/68425"
"C","7","10","146652","Legendary Encounters: An Alien Deck Building Game","6.913","2","True","False","False","False","False","Owned","1-5","2.7078","7.75144","","","https://boardgamegeek.com/boardgame/146652"
"C","7","11","177639","Raptor","6.904","2","True","False","False","False","False","Owned","2","2.0783","7.20851","","","https://boardgamegeek.com/boardgame/177639"
"C","7","12","34635","Stone Age","6.894","2","False","False","False","False","False","NotOwned","2-4","2.455","7.50877","","","https://boardgamegeek.com/boardgame/34635"
"C","7","13","283095","Cosmic Colonies","6.885","1","False","True","False","False","False","NotOwned","1-5","2.0625","6.90815","","","https://boardgamegeek.com/boardgame/283095"
"C","7","14","224517","Brass: Birmingham","6.875","1","False","False","False","False","False","NotOwned","2-4","3.8608","8.55981","","","https://boardgamegeek.com/boardgame/224517"
"C","7","15","260300","Dungeon Mayhem","6.866","5","True","False","False","False","False","Owned","2-4","1.1441","6.85065","","","https://boardgamegeek.com/boardgame/260300"
"C","7","16","30549","Pandemic","6.856","2","True","False","False","False","False","Owned","2-4","2.3934","7.5104","","","https://boardgamegeek.com/boardgame/30549"
"C","7","17","62871","Zombie Dice","6.847","1","True","False","False","False","False","Owned","2-99","1.092","6.22943","","","https://boardgamegeek.com/boardgame/62871"
"C","7","18","432","Take 5","6.837","22","True","False","False","False","False","Owned","2-10","1.1886","6.98782","","","https://boardgamegeek.com/boardgame/432"
"C","7","19","230802","Azul","6.828","19","True","False","False","False","False","Owned","2-4","1.7729","7.71126","","","https://boardgamegeek.com/boardgame/230802"
"C","7","20","270314","Ohanami","6.818","13","True","False","False","False","False","Owned","2-4","1.1639","7.25479","","","https://boardgamegeek.com/boardgame/270314"
"C","7","21","178044","Star Empires","6.809","8","True","False","False","False","False","Owned","2-4","2.0606","7.07221","","","https://boardgamegeek.com/boardgame/178044"
"C","7","22","133473","Sushi Go!","6.799","8","True","False","False","False","False","Owned","2-5","1.1626","6.97792","","","https://boardgamegeek.com/boardgame/133473"
"C","7","23","50","Lost Cities","6.79","7","True","False","False","False","False","Owned","2","1.4752","7.26022","","","https://boardgamegeek.com/boardgame/50"
"C","7","24","181304","Mysterium","6.78","6","True","False","False","False","False","Owned","2-7","1.8896","7.18756","","","https://boardgamegeek.com/boardgame/181304"
"C","7","25","353470","Star Wars: Jabba's Palace – A Love Letter Game","6.771","6","True","False","False","False","False","Owned","2-6","1.2609","7.1919","","","https://boardgamegeek.com/boardgame/353470"
"C","7","26","131357","Coup","6.761","5","True","False","False","False","False","Owned","2-6","1.414","6.97426","","","https://boardgamegeek.com/boardgame/131357"
"C","7","27","329151","Draconic Dice","6.752","5","True","False","False","False","False","Owned","2-5","1.1429","6.26641","","","https://boardgamegeek.com/boardgame/329151"
"C","7","28","264241","Mandala","6.742","6","True","False","False","False","False","Owned","2","1.7843","7.43044","","","https://boardgamegeek.com/boardgame/264241"
"C","7","29","274960","Point Salad","6.733","5","True","False","False","False","False","Owned","2-6","1.1528","7.08262","","","https://boardgamegeek.com/boardgame/274960"
"C","7","30","129622","Love Letter","6.723","3","True","False","False","False","False","Owned","2-4","1.1843","7.22616","","","https://boardgamegeek.com/boardgame/129622"
"C","7","31","313841","Lunar Base","6.714","3","True","False","False","False","False","Owned","2-6","2.0476","7.11885","","","https://boardgamegeek.com/boardgame/313841"
"C","7","32","284083","The Crew: The Quest for Planet Nine","6.704","3","True","False","False","False","False","Owned","2-5","1.9685","7.74916","","","https://boardgamegeek.com/boardgame/284083"
"C","7","33","300442","Trekking the World","6.695","3","True","False","False","False","False","Owned","2-5","1.8958","7.02522","","","https://boardgamegeek.com/boardgame/300442"
"C","7","34","247367","Air, Land, & Sea","6.685","2","True","False","False","False","False","Owned","2","1.7363","7.43615","","","https://boardgamegeek.com/boardgame/247367"
"C","7","35","284653","Mind MGMT: The Psychic Espionage “Game.”","6.676","2","True","False","True","False","False","Owned","1-5","2.8931","7.77155","","","https://boardgamegeek.com/boardgame/284653"
"C","7","36","159473","Quartermaster General","6.666","2","True","False","False","False","False","Owned","2-6","2.2893","7.24368","","","https://boardgamegeek.com/boardgame/159473"
"C","7","37","232043","Queendomino","6.656","2","True","False","False","False","False","Owned","2-4","2.0645","7.13194","","","https://boardgamegeek.com/boardgame/232043"
"C","7","38","274037","Solar Storm","6.647","2","True","False","False","False","False","Owned","1-4","2.0667","6.94256","","","https://boardgamegeek.com/boardgame/274037"
"C","7","39","279720","Streets","6.637","2","True","False","False","False","False","Owned","1-5","1.9825","6.56076","","","https://boardgamegeek.com/boardgame/279720"
"C","7","40","256852","Aliens: Another Glorious Day in the Corps","6.628","2","True","False","True","False","False","Owned","1-6","2.8378","7.42213","","","https://boardgamegeek.com/boardgame/256852"
"C","7","41","347521","Blitzkrieg!: World War Two in 20 Minutes (Second Edition)","6.618","1","True","False","False","False","False","Owned","1-2","1.72","7.50543","","","https://boardgamegeek.com/boardgame/347521"
"C","7","42","170223","Centauri Saga","6.609","1","True","False","False","False","True","OwnedToExit","1-4","2.9412","6.51014","","","https://boardgamegeek.com/boardgame/170223"
"C","7","43","344839","Dog Lover","6.599","1","True","False","False","False","False","Owned","2-4","1.8438","6.69527","","","https://boardgamegeek.com/boardgame/344839"
"C","7","44","253786","Don't Mess with Cthulhu Deluxe","6.59","1","True","False","False","False","False","Owned","4-8","1.3158","7.34112","","","https://boardgamegeek.com/boardgame/253786"
"C","7","45","31481","Galaxy Trucker","6.58","1","True","False","True","False","False","Owned","2-4","2.3277","7.31875","","","https://boardgamegeek.com/boardgame/31481"
"C","7","46","278120","God of War: The Card Game","6.571","1","True","False","False","False","True","OwnedToExit","1-4","2.5172","6.53808","","","https://boardgamegeek.com/boardgame/278120"
"C","7","47","158600","Hanamikoji","6.561","1","True","False","False","False","False","Owned","2","1.6753","7.44718","","","https://boardgamegeek.com/boardgame/158600"
"C","7","48","195314","Herbaceous","6.552","1","True","False","False","False","False","Owned","1-4","1.2222","6.98336","","","https://boardgamegeek.com/boardgame/195314"
"C","7","49","8203","Hey, That's My Fish!","6.542","1","True","False","False","False","False","Owned","2-4","1.4447","6.69835","","","https://boardgamegeek.com/boardgame/8203"
"C","7","50","369258","Isle of Skye: Big Box","6.533","1","True","False","False","False","False","Owned","2-5","2.1111","7.92696","","","https://boardgamegeek.com/boardgame/369258"
"C","7","51","272738","Jaws","6.523","1","False","True","False","False","False","NotOwned","2-4","2.1778","7.05423","","","https://boardgamegeek.com/boardgame/272738"
"C","7","52","297562","Kemet: Blood and Sand","6.514","1","False","True","False","False","False","NotOwned","2-5","3.2","7.89478","","","https://boardgamegeek.com/boardgame/297562"
"C","7","53","379629","Knarr","6.504","1","True","False","False","False","False","Owned","2-4","1.9091","7.47048","","","https://boardgamegeek.com/boardgame/379629"
"C","7","54","264141","Kodachi","6.495","1","False","True","False","False","False","NotOwned","2-4","1.8333","7.28359","","","https://boardgamegeek.com/boardgame/264141"
"C","7","55","267401","Lawyer Up","6.485","1","True","False","True","False","False","Owned","1-2","2.6486","6.81713","","","https://boardgamegeek.com/boardgame/267401"
"C","7","56","192638","Multiuniversum","6.476","1","True","False","False","False","False","Owned","1-5","1.8864","6.50309","","","https://boardgamegeek.com/boardgame/192638"
"C","7","57","194879","Not Alone","6.466","1","True","False","True","False","False","Owned","2-7","2.0038","6.95292","","","https://boardgamegeek.com/boardgame/194879"
"C","7","58","256713","One Deck Galaxy","6.457","1","True","False","False","False","False","Owned","1-2","3.3171","6.79106","","","https://boardgamegeek.com/boardgame/256713"
"C","7","59","192153","Reign of Cthulhu","6.447","1","True","False","True","False","False","Owned","2-4","2.1752","7.35458","","","https://boardgamegeek.com/boardgame/192153"
"C","7","60","38453","Space Alert","6.438","1","True","False","False","False","False","Owned","1-5","2.9699","7.3752","","","https://boardgamegeek.com/boardgame/38453"
"C","7","61","296108","Terraforming Mars: The Dice Game","6.428","1","True","False","False","False","False","Owned","1-4","2.4094","7.28949","","","https://boardgamegeek.com/boardgame/296108"
"C","7","62","253284","Ticket to Ride: New York","6.419","1","False","True","False","False","False","NotOwned","2-4","1.2701","6.87841","","","https://boardgamegeek.com/boardgame/253284"
"C","7","63","241724","Villagers","6.409","1","True","False","False","False","False","Owned","1-5","2.2246","7.09517","","","https://boardgamegeek.com/boardgame/241724"
"C","7","64","362944","War of the Ring: The Card Game","6.4","1","True","False","True","False","False","Owned","2-4","2.9755","7.59437","","","https://boardgamegeek.com/boardgame/362944"
"C","7","65","223779","Pocket Mars","6.39","6","True","False","False","False","False","Owned","1-4","2.3467","6.41918","","","https://boardgamegeek.com/boardgame/223779"
"C","7","66","220700","Cobra Paw","6.381","1","True","False","False","False","False","Owned","2-6","1","6.27141","","","https://boardgamegeek.com/boardgame/220700"
"C","7","67","156009","Port Royal","6.371","1","True","False","False","False","False","Owned","2-5","1.6333","7.10084","","","https://boardgamegeek.com/boardgame/156009"
"C","7","68","14996","Ticket to Ride: Europe","6.362","1","True","False","False","False","False","Owned","2-5","1.9148","7.52259","","","https://boardgamegeek.com/boardgame/14996"
"C","7","69","179275","One Deck Dungeon","6.352","1","True","False","False","False","False","Owned","1-2","2.092","6.93516","","","https://boardgamegeek.com/boardgame/179275"
"C","7","70","147299","Pocket Imperium","6.343","1","True","False","False","False","False","Owned","2-4","1.9459","6.18515","","","https://boardgamegeek.com/boardgame/147299"
"C","7","71","172","For Sale","6.333","11","False","False","False","False","False","NotOwned","3-6","1.2496","7.26783","","","https://boardgamegeek.com/boardgame/172"
"C","7","72","107529","Kingdom Builder","6.323","7","False","False","False","False","False","NotOwned","2-4","2.0708","6.93206","","","https://boardgamegeek.com/boardgame/107529"
"C","7","73","245654","Railroad Ink: Deep Blue Edition","6.314","6","False","False","False","False","False","NotOwned","1-6","1.4691","7.13822","","","https://boardgamegeek.com/boardgame/245654"
"C","7","74","271324","It's a Wonderful World","6.304","4","False","False","False","False","False","NotOwned","1-5","2.3218","7.62116","","","https://boardgamegeek.com/boardgame/271324"
"C","7","75","166857","Antike II","6.295","3","False","False","False","False","False","NotOwned","3-6","2.8842","7.43366","","","https://boardgamegeek.com/boardgame/166857"
"C","7","76","251830","Alhambra: Mega Box","6.285","2","False","False","False","False","False","NotOwned","2-6","2.5","7.99613","","","https://boardgamegeek.com/boardgame/251830"
"C","7","77","69789","Ascension: Deckbuilding Game","6.276","2","False","True","False","False","False","NotOwned","1-4","2.1355","7.04474","","","https://boardgamegeek.com/boardgame/69789"
"C","7","78","98778","Hanabi","6.266","2","False","False","False","False","False","NotOwned","2-5","1.6918","7.0265","","","https://boardgamegeek.com/boardgame/98778"
"C","7","79","210274","Petrichor","6.257","2","False","False","False","False","False","NotOwned","1-4","3.0388","6.87198","","","https://boardgamegeek.com/boardgame/210274"
"C","7","80","183006","Qwinto","6.247","2","False","False","False","False","False","NotOwned","2-6","1.313","6.90322","","","https://boardgamegeek.com/boardgame/183006"
"C","7","81","254713","The Artemis Project","6.238","2","False","False","False","False","False","NotOwned","1-5","2.8526","7.19848","","","https://boardgamegeek.com/boardgame/254713"
"C","7","82","189932","Tyrants of the Underdark","6.228","2","False","False","False","False","False","NotOwned","2-4","2.5565","7.90994","","","https://boardgamegeek.com/boardgame/189932"
"C","7","83","213893","Yamataï","6.219","2","False","False","False","False","False","NotOwned","2-4","2.9634","7.16491","","","https://boardgamegeek.com/boardgame/213893"
"C","7","84","283393","Aquatica","6.209","1","False","False","False","False","False","NotOwned","1-4","2.316","7.35029","","","https://boardgamegeek.com/boardgame/283393"
"C","7","85","143515","Coal Baron","6.2","1","False","False","False","False","False","NotOwned","2-4","2.537","7.26322","","","https://boardgamegeek.com/boardgame/143515"
"C","7","86","169654","Deep Sea Adventure","6.19","1","False","False","False","False","False","NotOwned","2-6","1.1857","6.85911","","","https://boardgamegeek.com/boardgame/169654"
"C","7","87","158435","Dogs of War","6.181","1","False","False","False","False","False","NotOwned","3-5","2.6391","7.52154","","","https://boardgamegeek.com/boardgame/158435"
"C","7","88","193738","Great Western Trail","6.171","1","False","False","False","False","False","NotOwned","2-4","3.6963","8.14252","","","https://boardgamegeek.com/boardgame/193738"
"C","7","89","275034","Judge Dredd: Helter Skelter","6.162","1","False","False","False","False","False","NotOwned","2-4","2.1053","7.25829","","","https://boardgamegeek.com/boardgame/275034"
"C","7","90","139030","Mascarade","6.152","1","False","False","False","False","False","NotOwned","2-13","1.5296","6.54978","","","https://boardgamegeek.com/boardgame/139030"
"C","7","91","66589","Navegador","6.143","1","False","False","False","False","False","NotOwned","2-5","3.0799","7.52576","","","https://boardgamegeek.com/boardgame/66589"
"C","7","92","300877","New York Zoo","6.133","1","False","False","False","False","False","NotOwned","1-5","1.9597","6.99673","","","https://boardgamegeek.com/boardgame/300877"
"C","7","93","329082","Radlands","6.124","1","False","False","False","False","False","NotOwned","2","2.2651","7.73121","","","https://boardgamegeek.com/boardgame/329082"
"C","7","94","237182","Root","6.114","1","False","False","False","False","False","NotOwned","2-4","3.8426","8.06906","","","https://boardgamegeek.com/boardgame/237182"
"C","7","95","159503","The Captain Is Dead","6.105","1","False","False","False","False","False","NotOwned","2-7","2.404","7.04251","","","https://boardgamegeek.com/boardgame/159503"
"C","7","96","276894","Ticket to Ride: London","6.095","1","False","False","False","False","False","NotOwned","2-4","1.3475","7.04154","","","https://boardgamegeek.com/boardgame/276894"
"C","7","97","128621","Viticulture","6.086","1","False","False","False","False","False","NotOwned","2-6","2.9488","7.46806","","","https://boardgamegeek.com/boardgame/128621"
"C","7","98","266192","Wingspan","6.076","1","False","False","False","False","False","NotOwned","1-5","2.48","7.99382","","","https://boardgamegeek.com/boardgame/266192"
"C","7","99","184151","Legend of the Five Rings: The Card Game","6.067","1","False","True","False","False","False","NotOwned","2","4.0142","7.3401","","","https://boardgamegeek.com/boardgame/184151"
"C","7","100","368017","Point City","6.057","0","True","False","False","False","False","Owned","1-4","1.6903","7.12457","","","https://boardgamegeek.com/boardgame/368017"
"C","7","101","41","Can't Stop","6.048","7","False","False","False","False","False","NotOwned","2-4","1.1421","6.95254","","","https://boardgamegeek.com/boardgame/41"
"C","7","102","263918","Cartographers","6.038","1","False","False","False","False","False","NotOwned","1-100","1.8914","7.54809","","","https://boardgamegeek.com/boardgame/263918"
"C","7","103","407180","Ganz schön clever: Deluxe","6.029","1","False","False","False","False","False","NotOwned","1-4","2.1667","7.83451","","","https://boardgamegeek.com/boardgame/407180"
"C","7","104","63975","Mountain Goats","6.019","1","False","False","False","False","False","NotOwned","2-4","1.1933","6.85201","","","https://boardgamegeek.com/boardgame/63975"
"C","7","105","73439","Troyes","6.01","1","False","False","False","False","False","NotOwned","1-4","3.3722","7.70118","","","https://boardgamegeek.com/boardgame/73439"
"C","7","106","27588","Zooloretto","6","1","False","False","False","False","False","NotOwned","2-5","1.8575","6.78284","","","https://boardgamegeek.com/boardgame/27588"
"D","6","1","278553","Silver","5.999","1","False","True","False","False","False","NotOwned","2-4","1.7826","7.04015","","","https://boardgamegeek.com/boardgame/278553"
"D","6","2","13","Catan","5.985","0","False","True","False","False","False","NotOwned","3-4","2.2803","7.08993","","","https://boardgamegeek.com/boardgame/13"
"D","6","3","118048","Targi","5.97","10","True","False","False","False","False","Owned","2","2.3423","7.58443","","","https://boardgamegeek.com/boardgame/118048"
"D","6","4","12942","No Thanks!","5.956","7","True","False","False","False","False","Owned","3-7","1.1291","7.08041","","","https://boardgamegeek.com/boardgame/12942"
"D","6","5","200077","Mint Works","5.942","3","True","False","False","False","False","Owned","1-4","1.7308","6.88269","","","https://boardgamegeek.com/boardgame/200077"
"D","6","6","11971","Cockroach Poker","5.928","6","True","False","False","False","False","Owned","2-6","1.0959","6.79707","","","https://boardgamegeek.com/boardgame/11971"
"D","6","7","147020","Star Realms","5.913","1","True","False","False","False","False","Owned","2","1.9111","7.54948","","","https://boardgamegeek.com/boardgame/147020"
"D","6","8","143741","BANG! The Dice Game","5.899","5","True","False","False","False","False","Owned","3-8","1.277","6.87335","","","https://boardgamegeek.com/boardgame/143741"
"D","6","9","65244","Forbidden Island","5.885","1","False","True","False","False","False","NotOwned","2-4","1.7401","6.74805","","","https://boardgamegeek.com/boardgame/65244"
"D","6","10","178900","Codenames","5.871","5","True","False","False","False","False","Owned","2-8","1.2523","7.52301","","","https://boardgamegeek.com/boardgame/178900"
"D","6","11","182631","Star Realms: Colony Wars","5.856","1","True","False","False","False","False","Owned","2","1.8742","7.77461","","","https://boardgamegeek.com/boardgame/182631"
"D","6","12","811","Rummikub","5.842","5","True","False","False","False","False","Owned","2-4","1.7079","6.5306","","","https://boardgamegeek.com/boardgame/811"
"D","6","13","96260","Dominant Species: The Card Game","5.828","1","False","True","False","False","False","NotOwned","2-6","1.8989","5.94682","","","https://boardgamegeek.com/boardgame/96260"
"D","6","14","303554","Winter Kingdom","5.813","4","True","False","False","False","False","Owned","2-4","2.6154","7.26618","","","https://boardgamegeek.com/boardgame/303554"
"D","6","15","269573","Dracarys Dice","5.799","1","False","False","False","False","False","NotOwned","2-5","1","5.701","","","https://boardgamegeek.com/boardgame/269573"
"D","6","16","122298","Morels","5.785","2","True","False","False","False","False","Owned","2","1.7386","6.96608","","","https://boardgamegeek.com/boardgame/122298"
"D","6","17","337070","Arkham Noir: Case #3 – Infinite Gulfs of Darkness","5.771","1","True","False","False","False","False","Owned","1","3.0909","7.10915","","","https://boardgamegeek.com/boardgame/337070"
"D","6","18","105593","Cheating Moth","5.756","1","True","False","False","False","False","Owned","3-5","1.1602","6.39319","","","https://boardgamegeek.com/boardgame/105593"
"D","6","19","376747","Deep Dive","5.742","1","True","False","False","False","False","Owned","1-6","1.1042","6.61584","","","https://boardgamegeek.com/boardgame/376747"
"D","6","20","172225","Exploding Kittens","5.728","1","True","False","False","False","True","OwnedToExit","2-5","1.0785","6.068","","","https://boardgamegeek.com/boardgame/172225"
"D","6","21","345088","Founders of Teotihuacan","5.714","1","True","False","True","False","False","Owned","1-4","2.85","6.80898","","","https://boardgamegeek.com/boardgame/345088"
"D","6","22","160968","Homeland: The Game","5.699","1","True","False","False","False","False","Owned","3-6","2.6531","6.48722","","","https://boardgamegeek.com/boardgame/160968"
"D","6","23","240957","Judge Dredd: The Cursed Earth","5.685","1","True","False","False","False","False","Owned","1-4","2.1667","6.38613","","","https://boardgamegeek.com/boardgame/240957"
"D","6","24","193322","Master of Orion: The Board Game","5.671","1","True","False","False","False","True","OwnedToExit","2-4","2.4384","6.89759","","","https://boardgamegeek.com/boardgame/193322"
"D","6","25","230251","Mint Delivery","5.656","1","True","False","True","False","False","Owned","1-5","1.6379","6.15341","","","https://boardgamegeek.com/boardgame/230251"
"D","6","26","309297","SCOPE Stalingrad","5.642","1","True","False","False","False","False","Owned","2-4","1.5333","6.80834","","","https://boardgamegeek.com/boardgame/309297"
"D","6","27","41114","The Resistance","5.628","1","True","False","False","False","False","Owned","5-10","1.5911","7.1855","","","https://boardgamegeek.com/boardgame/41114"
"D","6","28","234190","Unstable Unicorns","5.614","1","True","False","False","False","True","OwnedToExit","2-8","1.4709","6.22136","","","https://boardgamegeek.com/boardgame/234190"
"D","6","29","281075","Welcome to New Las Vegas","5.599","5","False","False","False","False","False","NotOwned","1-50","2.8214","6.68696","","","https://boardgamegeek.com/boardgame/281075"
"D","6","30","158899","Colt Express","5.585","4","False","False","False","False","False","NotOwned","2-6","1.8341","7.09763","","","https://boardgamegeek.com/boardgame/158899"
"D","6","31","207062","Dungeons & Dragons: Rock Paper Wizard","5.571","3","False","True","False","False","False","NotOwned","3-6","1.3226","6.519","","","https://boardgamegeek.com/boardgame/207062"
"D","6","32","359502","Casting Shadows","5.557","2","False","False","False","False","False","NotOwned","2-4","2.2581","6.27526","","","https://boardgamegeek.com/boardgame/359502"
"D","6","33","124361","Concordia","5.542","2","False","False","False","False","False","NotOwned","2-5","2.9844","8.07463","","","https://boardgamegeek.com/boardgame/124361"
"D","6","34","256570","Crown of Emara","5.528","2","False","False","False","False","False","NotOwned","1-4","3.0426","7.34352","","","https://boardgamegeek.com/boardgame/256570"
"D","6","35","173090","The Game","5.514","2","False","True","False","False","False","NotOwned","1-5","1.2396","6.71126","","","https://boardgamegeek.com/boardgame/173090"
"D","6","36","103343","A Game of Thrones: The Board Game (Second Edition)","5.5","1","False","False","False","False","False","NotOwned","3-6","3.7347","7.52566","","","https://boardgamegeek.com/boardgame/103343"
"D","6","37","181293","Alien Artifacts","5.485","1","False","False","False","False","False","NotOwned","2-5","2.8904","6.52209","","","https://boardgamegeek.com/boardgame/181293"
"D","6","38","5420","Assassin: The Final Game","5.471","1","False","True","False","False","False","NotOwned","2-4","1.5556","4.963","","","https://boardgamegeek.com/boardgame/5420"
"D","6","39","213266","Circle the Wagons","5.457","1","False","False","False","False","False","NotOwned","2","1.5686","7.01332","","","https://boardgamegeek.com/boardgame/213266"
"D","6","40","238972","Cogs and Commissars","5.442","1","False","False","False","False","False","NotOwned","2-6","2","6.16026","","","https://boardgamegeek.com/boardgame/238972"
"D","6","41","269511","Cooper Island","5.428","1","False","False","False","False","False","NotOwned","1-4","4.1682","7.54389","","","https://boardgamegeek.com/boardgame/269511"
"D","6","42","269595","Copenhagen","5.414","1","False","False","False","False","False","NotOwned","2-4","1.6774","6.91621","","","https://boardgamegeek.com/boardgame/269595"
"D","6","43","280480","Crystal Palace","5.4","1","False","False","False","False","False","NotOwned","2-5","3.7711","7.48944","","","https://boardgamegeek.com/boardgame/280480"
"D","6","44","244271","Dice Throne: Season Two – Battle Chest","5.385","1","False","False","False","False","False","NotOwned","2-6","2.1685","8.02788","","","https://boardgamegeek.com/boardgame/244271"
"D","6","45","169124","Flick 'em Up!","5.371","1","False","True","False","False","False","NotOwned","2-10","1.3462","6.83638","","","https://boardgamegeek.com/boardgame/169124"
"D","6","46","249703","Gentes: Deluxified Edition","5.357","1","False","False","False","False","False","NotOwned","1-4","3.2241","7.6534","","","https://boardgamegeek.com/boardgame/249703"
"D","6","47","134157","Guilds of London","5.343","1","False","False","False","False","False","NotOwned","1-4","3.0704","6.72464","","","https://boardgamegeek.com/boardgame/134157"
"D","6","48","134253","Hostage Negotiator","5.328","1","False","True","False","False","False","NotOwned","1","2.0585","6.77626","","","https://boardgamegeek.com/boardgame/134253"
"D","6","49","70323","King of Tokyo","5.314","1","False","True","False","False","False","NotOwned","2-6","1.4843","7.1105","","","https://boardgamegeek.com/boardgame/70323"
"D","6","50","1219","Labyrinth","5.3","1","False","False","False","False","False","NotOwned","2-4","1.3463","6.40903","","","https://boardgamegeek.com/boardgame/1219"
"D","6","51","285774","Marvel Champions: The Card Game","5.285","1","False","True","False","False","False","NotOwned","1-4","2.964","8.10503","","","https://boardgamegeek.com/boardgame/285774"
"D","6","52","126042","Nations","5.271","1","False","False","False","False","False","NotOwned","1-5","3.5413","7.58729","","","https://boardgamegeek.com/boardgame/126042"
"D","6","53","255692","New Frontiers","5.257","1","False","False","False","False","False","NotOwned","2-5","2.9621","7.38106","","","https://boardgamegeek.com/boardgame/255692"
"D","6","54","162041","Ninja Taisen","5.243","1","False","True","False","False","False","NotOwned","2","1.4783","6.30138","","","https://boardgamegeek.com/boardgame/162041"
"D","6","55","270445","Omerta","5.228","1","False","False","False","False","False","NotOwned","3-5","1.3333","7.05041","","","https://boardgamegeek.com/boardgame/270445"
